2
5000 8000
APO FOM 688.11
DTW DPO 826.89
DOG FST 657.40
BAT EOS 972.45
EKL DLD 264.20
CDV FGV 312.19
DUP GTC 215.61
EXZ FFJ 994.81
COY GMA 901.19
EXV BST 592.90
DCA HJI 287.70
BHG FYL 791.75
HAA HAX 80.71
GEK EYY 104.69
CFF HBO 361.65
ABT BME 504.92
GUV DUF 382.95
EPX FAG 558.59
FRP FEV 655.38
AAB GDO 236.30
BZB EIG 169.53
ANF FCN 303.85
CDU CGI 262.50
HCT EYK 73.34
GTZ BGX 515.04
CVV BZV 679.92
BFS GWO 743.89
AVR CTH 139.86
AQE DNZ 934.55
GTS BNH 986.45
DRR GKL 549.98
DJW GZG 313.25
FQF DLA 430.20
DEH GWU 558.23
ELE BSJ 669.78
BAR ATD 29.05
AMX BVQ 948.25
DGF AIQ 806.49
BJW ABG 762.12
EXE ABD 716.33
DXH ABB 425.53
DMF EAA 13.92
GXG BBX 436.77
AZK EHO 938.30
ERT HFQ 623.21
AAO EDB 16.67
BWE DWI 623.60
EEV GVI 826.95
EGB DFQ 512.36
GHE FQL 171.69
GIF EAJ 204.75
EXX GBX 781.08
APM EDA 368.05
EXA EKA 228.17
ESI AKZ 598.30
DLC CXC 829.95
HHK GJW 930.10
BIC EZG 642.62
ENT GUU 270.91
ETW EPX 913.04
BJX HIE 555.46
ABN GNK 911.67
GEN DUO 458.45
DEG AOP 462.47
FPF AIB 645.50
BCA GTH 840.82
CBO DUT 913.98
HAU ESJ 976.75
BAZ AKN 835.61
AGO EIR 416.22
AEL HDS 598.43
GRV DMH 807.76
DCB ESU 221.67
FQR GOU 276.93
AOK ANE 748.31
HHR GOE 749.58
FSC DFR 806.86
DAE HEO 870.79
FKR HBF 931.83
EJA CBI 338.84
ECK DVH 754.07
AEK GZD 55.22
GXE CUF 513.93
GBQ GTU 498.27
BEM BCZ 236.40
CIJ BBJ 653.66
FOA EBU 252.98
HIG BTL 455.00
GZD GLW 575.32
BQD GUZ 375.41
FLK AAI 604.80
HAG CUK 982.46
CKD EVZ 747.12
DTP EPI 193.71
EWO EPA 948.21
ANP FDD 656.14
EPJ AEH 321.83
GIU AXN 22.79
AAB EQY 572.25
GVA DAJ 969.34
BLA DSV 793.82
EFK BDK 644.10
BRB CSI 491.48
AWC BUD 721.15
FLC DNH 446.52
DDX GKX 742.94
DIE EGO 360.00
GFS AFX 104.55
FMI FNM 847.40
BCJ CZO 10.93
EVF CBU 770.47
AOH DFD 880.09
DGP DYJ 558.53
HAT HBT 483.24
DDS BEB 152.50
CEH ACY 639.19
BAN BPK 924.00
BGK CGX 259.93
BJO DWX 101.97
EJC ACQ 188.97
BAP DDJ 59.86
GFS AEU 992.41
CTT DLP 296.12
ELE CZE 881.64
FPG DIU 779.15
AHW DTF 263.91
DXG HHO 992.06
ATV BJL 448.95
GQT DRA 820.89
GTJ EAP 680.13
CML FMN 323.05
ERF EJJ 379.96
CSN FUL 822.00
AHJ DBV 304.18
FQD BZQ 384.12
BZB EBD 835.40
DWH CWP 237.44
HFS CSO 113.76
DMK AKP 732.44
ACR EWM 777.35
AEW AWW 422.94
GOF HIC 603.21
EYJ DEL 198.25
CPW DUN 930.10
EPN DLL 445.53
BGI BHI 733.52
GCY GVI 596.79
DLE DLZ 122.86
DVU AWL 571.66
DHY GXQ 208.68
EEU EXO 222.89
ECP HJY 674.16
BWS HDF 718.41
AGX GER 815.30
FSI FNM 682.95
GZQ DCC 427.54
BAJ EPU 149.46
GMI CPK 840.78
BYL AKL 113.97
BLT DRV 789.91
GJH HBX 712.25
GIX FGN 204.06
ARM CPA 645.29
BLV EVX 21.47
GZH EII 473.26
ERC AZY 711.82
DWO AXW 572.57
BBQ GYT 292.94
DMB DQE 986.70
HDX EDJ 549.81
GVM AOE 923.14
GRR BDU 529.63
BWJ CLR 136.03
GSG FQG 940.57
FQG DRK 363.93
GQE AAP 524.58
CDT DJK 319.58
DSE CIG 345.72
HII CJC 216.43
EBJ CIJ 339.84
EPN AJB 88.17
AJA ETA 847.83
CUR CRH 292.98
BAQ DHB 469.08
ESA FIQ 27.90
ESP BOW 815.93
CRR GMF 424.21
GZX FVT 838.70
BYR AWQ 63.70
GHA GTX 213.18
GQB HAK 404.09
FYU GSC 185.17
BFT AGU 251.03
GMU DCE 919.92
ELC HFN 376.84
APR EEM 422.09
HBW AJH 767.48
ACZ GCE 985.60
CZQ ASO 532.89
EJF ERH 559.59
DZH HHA 451.97
FHB HBZ 460.23
ADO HFY 950.47
FFS CUH 58.72
HAX BJF 52.61
DVB GQE 296.05
EEJ BVD 313.64
CWF BRT 424.96
FOT BDY 975.74
EVS COV 509.44
ESL CWL 38.87
EKC EJU 979.24
EFT GLP 178.40
HAA CIV 929.32
CYX ESW 864.60
CEU EDS 12.16
DZX ATW 187.91
AHI ELX 979.60
BLG CWP 898.89
EAC GGX 500.05
BMF EQC 832.73
ALR DOG 464.56
GXG AJE 744.23
BVT ERY 922.76
GOQ BLV 83.60
FIA FGP 767.11
ARO FMC 231.87
HDL CLR 572.40
EPS CHK 774.30
DMH CHP 697.51
CSB BTF 574.57
GGI DXF 184.50
GPM FBA 987.53
FXD DAG 97.65
BYQ CPE 410.06
HFF FDA 467.94
FGZ ELH 567.34
AII AJE 21.91
EPT FYQ 420.12
BNA FPB 64.77
DGF DVG 138.24
BTD BNQ 6.46
GUD BRR 648.66
CKC BIQ 406.76
GZG EVJ 46.57
ERY ACB 759.73
BSY EQU 721.92
ECC AMT 957.54
EQK FMD 773.22
EVE AGQ 904.35
BGC ANL 14.50
CTT BMH 99.91
GLK BHD 461.64
AJT EHD 170.96
HFC DTZ 987.10
HHD HFK 484.22
GNP DBL 429.45
BQA GEL 54.65
BRW CFL 932.23
DYM CWF 163.53
ELX GZZ 446.07
FYE GZQ 517.94
BUZ DID 236.59
GCD GKT 243.63
ELU GND 309.68
GGW GEL 8.32
DXZ DDK 971.02
CSC DVH 765.11
EXO BEY 576.04
CJL FFA 987.44
DZC GPX 64.08
DOK BWP 944.22
GWN BXA 797.82
FWY AYO 273.56
GZT CJU 778.19
FTX DPV 521.81
BMZ BIJ 264.15
FIH DOM 890.67
BCX AAI 522.41
AXP AEA 769.09
CDF CGF 535.06
DZU DJZ 161.86
AMN FBP 749.41
DLB BDX 759.34
AKN HII 362.63
GAI DDX 709.88
HIR HGJ 448.85
DMW AME 8.99
DNE DUJ 608.46
FRF GPV 179.49
ANC GKJ 49.15
FXB CTS 663.50
DOI CRL 704.00
GSG GBJ 407.25
GQG ANQ 180.40
EJW BZR 333.14
EFX DVG 873.78
ESB HDV 773.36
BCC DAB 960.50
CHP HJN 847.72
BHR BVY 585.99
EBJ DVW 239.39
BIM ELG 242.70
HJV ACW 230.23
CNE GPU 475.53
EMV GCY 83.83
CXT CGD 413.43
CRH AHR 892.00
FRI DWB 737.25
AGF DNH 144.56
CCD BLL 373.57
ANR BWQ 632.32
EYY AUP 573.23
HBU FGW 945.71
GHG DQT 345.59
EZX BGO 462.53
BVS DGG 6.42
EDJ EBM 589.63
APC CEM 57.64
GCJ DJO 509.47
ADM GWF 961.08
CAD GGG 788.68
EUS EHH 492.23
ERG DQV 939.27
AXR EZW 537.05
EEF BLT 793.02
CAD EKL 40.31
GBQ CWO 316.23
CVU FZZ 394.14
AVA AAC 561.58
CGX DQS 502.75
DCV BZE 967.18
HKD CVI 194.25
DQQ BGB 426.67
DGE BIH 221.71
ERX AHL 727.86
BSA AWE 519.51
EOO DGP 683.07
FEF EKB 274.05
FEH GCP 356.75
BKS BCW 912.21
FJW DQY 641.04
AUW EUV 12.06
EAY BJC 762.01
FJF GOP 0.13
AGI FHL 235.53
BCM AUF 767.22
EJB FRK 928.66
DIU DVP 473.00
CBB EVO 457.90
FDX BGF 556.33
BKO HIB 729.39
GFJ DSD 765.76
CEE ACA 484.70
DIL CCN 661.98
BFP HJE 998.17
BZU CNC 613.33
AGW BJA 220.73
GCL GTN 463.64
DNR CNP 736.20
GTW DLY 763.51
BHH AKS 48.33
EZL ETI 721.35
HBL EMM 976.82
BTR GGP 404.94
DSN APG 227.42
GFQ COO 335.63
CEI FQH 412.61
BNN CGM 977.91
GBC AFK 469.10
CCT CFK 406.45
ENL DYZ 702.17
DWL HDC 160.82
AYP DRY 957.99
HFE EKZ 855.69
AKD BCD 17.56
EYR AYW 6.17
FEQ EVJ 98.19
AAU BOK 876.36
CGF EJW 650.15
ELP FIR 41.00
DAG AGS 605.23
CTA BWI 399.28
BAQ DBC 25.39
FLP DWZ 131.78
BDK BCF 543.97
ECG BZY 260.12
BNH DTA 893.57
DBR AGC 992.09
CBF CGR 692.30
BZO AYB 57.43
CGG DSE 851.00
GCP DPK 121.34
BTJ HJB 753.32
AGA GRA 560.24
DIF AJN 947.06
HID BWL 468.22
FQV CXS 295.85
AMP BTH 169.58
CTH CPR 903.82
DRI DSG 967.65
HJN FWC 94.58
DOP BPW 823.24
FNJ ECQ 314.47
GUB FQB 689.78
BTG HET 804.86
DPR CMN 677.27
BDB DWO 640.23
EWI BJP 628.40
ABS BYH 681.68
FTY GOE 613.73
EFT FTI 138.51
ALH BUL 188.30
ENY FYC 325.90
CTR EKV 576.69
EOC FDN 235.98
HAP DUD 847.74
FMW EIO 835.61
GWL BDM 93.16
DKK ALA 939.52
COG CLV 739.96
AXH CTR 42.47
ERS DAR 371.00
DFM GWH 337.45
CFZ FKQ 368.11
BZF DIS 350.26
AJA DAA 230.96
ERO AWR 641.96
AKS BWJ 42.62
AVT AIC 602.53
FHO AVM 225.51
AQX HCV 42.73
DRP EVH 312.30
FDO CZB 857.46
DDX AGK 992.69
BCH AHL 407.76
GCI GWN 234.59
GYZ AHH 986.93
DLB GPF 468.53
FTD GYY 471.32
GOP FIT 840.49
AWV EGV 189.77
FSC ARV 494.17
BGV BUO 432.54
DNG ASL 167.26
FUR DWH 602.07
FGW BPB 809.43
FOE HBC 800.59
GTB EKC 411.16
GHS CDU 897.83
GGD CTF 36.60
FCQ BFW 894.48
FUM CJL 350.41
CES HEP 102.43
CXD EIS 324.49
BJC EQR 548.21
CYD AQQ 287.38
EOY CSX 772.96
DOS EJW 973.96
FSM GBN 769.48
DBJ ECA 925.56
EHF FGU 667.71
BGJ FIJ 202.20
BAQ FRS 841.32
FJI BXP 606.06
EPS DQS 489.11
FGI BUE 898.23
COY HEN 231.55
BOM DIJ 312.47
AFR AUZ 936.57
GHR EPH 738.69
EED HFL 559.32
CCE ADP 751.75
CJP AWF 810.16
GHE DTN 330.61
CNP EDQ 480.35
GHT FWV 861.47
ARQ DDW 610.44
GAA EZV 527.84
GUZ FAE 188.36
DZZ FIR 489.83
FVC GSN 632.39
AOJ BOZ 510.50
DKO FCB 638.11
HEB CFM 117.64
FXJ GSG 273.58
EJW BAB 490.63
ADL EOF 546.73
HDG BGZ 51.31
GTD BOF 141.87
CNP
